Date,Open,High,Low,Close,Volume
01/17/2014,"0.391%","0.407%","0.375%","0.383%","0"
01/16/2014,"0.395%","0.411%","0.383%","0.395%","0"
01/15/2014,"0.382%","0.415%","0.374%","0.407%","0"
01/14/2014,"0.362%","0.402%","0.358%","0.386%","0"
01/13/2014,"0.382%","0.398%","0.358%","0.366%","0"
01/10/2014,"0.434%","0.446%","0.370%","0.386%","0"
01/09/2014,"0.421%","0.453%","0.413%","0.449%","0"
01/08/2014,"0.397%","0.445%","0.385%","0.437%","0"
01/07/2014,"0.397%","0.417%","0.389%","0.397%","0"
01/06/2014,"0.417%","0.425%","0.389%","0.401%","0"
01/03/2014,"0.389%","0.420%","0.385%","0.408%","0"
01/02/2014,"0.388%","0.400%","0.376%","0.396%","0"
12/31/2013,"0.392%","0.411%","0.376%","0.388%","0"
12/30/2013,"0.395%","0.411%","0.376%","0.391%","0"
12/27/2013,"0.407%","0.423%","0.387%","0.399%","0"
12/26/2013,"0.406%","0.430%","0.387%","0.422%","0"
12/24/2013,"0.387%","0.418%","0.379%","0.406%","0"
12/23/2013,"0.390%","0.406%","0.371%","0.390%","0"
12/20/2013,"0.374%","0.405%","0.367%","0.386%","0"
12/19/2013,"0.339%","0.385%","0.335%","0.370%","0"
12/18/2013,"0.322%","0.374%","0.316%","0.335%","0"
12/17/2013,"0.335%","0.347%","0.310%","0.343%","0"
12/16/2013,"0.326%","0.346%","0.314%","0.334%","0"
12/13/2013,"0.330%","0.354%","0.318%","0.326%","0"
12/12/2013,"0.314%","0.350%","0.306%","0.326%","0"
12/11/2013,"0.306%","0.326%","0.290%","0.310%","0"
12/10/2013,"0.302%","0.322%","0.290%","0.302%","0"
12/09/2013,"0.314%","0.322%","0.286%","0.302%","0"
12/06/2013,"0.306%","0.365%","0.286%","0.302%","0"
12/05/2013,"0.305%","0.325%","0.290%","0.305%","0"
12/04/2013,"0.293%","0.325%","0.278%","0.293%","0"
12/03/2013,"0.293%","0.305%","0.274%","0.286%","0"
12/02/2013,"0.289%","0.325%","0.274%","0.289%","0"
11/29/2013,"0.289%","0.321%","0.274%","0.285%","0"
11/27/2013,"0.297%","0.313%","0.281%","0.289%","0"
11/26/2013,"0.291%","0.316%","0.289%","0.293%","0"
11/25/2013,"0.287%","0.307%","0.279%","0.301%","0"
11/22/2013,"0.278%","0.307%","0.274%","0.299%","0"
11/21/2013,"0.282%","0.295%","0.266%","0.282%","0"
11/20/2013,"0.294%","0.315%","0.270%","0.282%","0"
11/19/2013,"0.286%","0.311%","0.274%","0.298%","0"
11/18/2013,"0.294%","0.306%","0.274%","0.294%","0"
11/15/2013,"0.290%","0.310%","0.286%","0.306%","0"
11/14/2013,"0.302%","0.318%","0.286%","0.298%","0"
11/13/2013,"0.330%","0.342%","0.302%","0.306%","0"
11/12/2013,"0.314%","0.354%","0.310%","0.334%","0"
11/11/2013,"0.290%","0.290%","0.290%","0.290%","0"
11/08/2013,"0.286%","0.334%","0.278%","0.318%","0"
11/07/2013,"0.298%","0.310%","0.270%","0.298%","0"
11/06/2013,"0.302%","0.317%","0.290%","0.302%","0"
11/05/2013,"0.305%","0.337%","0.297%","0.313%","0"
11/04/2013,"0.313%","0.321%","0.301%","0.305%","0"
11/01/2013,"0.309%","0.333%","0.301%","0.321%","0"
10/31/2013,"0.317%","0.333%","0.305%","0.313%","0"
10/30/2013,"0.313%","0.336%","0.305%","0.321%","0"
10/29/2013,"0.311%","0.344%","0.309%","0.317%","0"
10/28/2013,"0.303%","0.328%","0.299%","0.320%","0"
10/25/2013,"0.311%","0.328%","0.295%","0.311%","0"
10/24/2013,"0.323%","0.335%","0.287%","0.315%","0"
10/23/2013,"0.303%","0.331%","0.287%","0.319%","0"
10/22/2013,"0.323%","0.335%","0.286%","0.299%","0"
10/21/2013,"0.319%","0.343%","0.307%","0.319%","0"
10/18/2013,"0.318%","0.339%","0.303%","0.323%","0"
10/17/2013,"0.334%","0.346%","0.310%","0.322%","0"
10/16/2013,"0.354%","0.383%","0.334%","0.338%","0"
10/15/2013,"0.366%","0.374%","0.342%","0.362%","0"
10/11/2013,"0.350%","0.366%","0.334%","0.358%","0"
10/10/2013,"0.365%","0.382%","0.346%","0.358%","0"
10/09/2013,"0.365%","0.393%","0.357%","0.373%","0"
10/08/2013,"0.345%","0.405%","0.337%","0.385%","0"
10/07/2013,"0.325%","0.361%","0.317%","0.353%","0"
10/04/2013,"0.317%","0.349%","0.305%","0.345%","0"
10/03/2013,"0.325%","0.345%","0.309%","0.321%","0"
10/02/2013,"0.337%","0.345%","0.313%","0.333%","0"
10/01/2013,"0.321%","0.352%","0.317%","0.344%","0"
09/30/2013,"0.325%","0.356%","0.317%","0.333%","0"
09/27/2013,"0.348%","0.360%","0.348%","0.348%","0"
09/26/2013,"0.348%","0.367%","0.332%","0.352%","0"
09/25/2013,"0.359%","0.379%","0.340%","0.344%","0"
09/24/2013,"0.330%","0.351%","0.314%","0.347%","0"
09/23/2013,"0.343%","0.367%","0.314%","0.339%","0"
09/20/2013,"0.339%","0.367%","0.318%","0.339%","0"
09/19/2013,"0.331%","0.391%","0.302%","0.343%","0"
09/18/2013,"0.375%","0.415%","0.246%","0.327%","0"
09/17/2013,"0.391%","0.411%","0.375%","0.383%","0"
09/16/2013,"0.443%","0.447%","0.367%","0.395%","0"
09/13/2013,"0.451%","0.488%","0.415%","0.439%","0"
09/12/2013,"0.443%","0.479%","0.423%","0.447%","0"
09/11/2013,"0.475%","0.487%","0.439%","0.451%","0"
09/10/2013,"0.447%","0.487%","0.439%","0.471%","0"
09/09/2013,"0.463%","0.475%","0.427%","0.451%","0"
09/06/2013,"0.522%","0.550%","0.355%","0.467%","0"
09/05/2013,"0.474%","0.534%","0.466%","0.526%","0"
09/04/2013,"0.418%","0.482%","0.407%","0.478%","0"
09/03/2013,"0.426%","0.454%","0.395%","0.422%","0"
08/30/2013,"0.399%","0.414%","0.375%","0.403%","0"
08/29/2013,"0.395%","0.418%","0.387%","0.403%","0"
08/28/2013,"0.379%","0.410%","0.371%","0.399%","0"
08/27/2013,"0.372%","0.389%","0.356%","0.379%","0"
08/26/2013,"0.384%","0.405%","0.364%","0.376%","0"
08/23/2013,"0.396%","0.421%","0.372%","0.384%","0"
08/22/2013,"0.375%","0.408%","0.363%","0.400%","0"
08/21/2013,"0.343%","0.388%","0.331%","0.379%","0"
08/20/2013,"0.355%","0.367%","0.339%","0.347%","0"
08/19/2013,"0.347%","0.379%","0.343%","0.359%","0"
08/16/2013,"0.350%","0.371%","0.339%","0.355%","0"
08/15/2013,"0.330%","0.374%","0.318%","0.358%","0"
08/14/2013,"0.338%","0.350%","0.322%","0.338%","0"
08/13/2013,"0.310%","0.350%","0.306%","0.346%","0"
08/12/2013,"0.314%","0.326%","0.298%","0.318%","0"
08/09/2013,"0.306%","0.326%","0.298%","0.306%","0"
08/08/2013,"0.314%","0.325%","0.294%","0.310%","0"
08/07/2013,"0.317%","0.325%","0.302%","0.317%","0"
08/06/2013,"0.309%","0.329%","0.298%","0.313%","0"
08/05/2013,"0.309%","0.325%","0.294%","0.313%","0"
08/02/2013,"0.333%","0.361%","0.297%","0.305%","0"
08/01/2013,"0.325%","0.352%","0.309%","0.337%","0"
07/31/2013,"0.321%","0.356%","0.305%","0.321%","0"
07/30/2013,"0.344%","0.344%","0.328%","0.328%","0"
07/29/2013,"0.324%","0.340%","0.305%","0.328%","0"
07/26/2013,"0.332%","0.348%","0.309%","0.324%","0"
07/25/2013,"0.359%","0.371%","0.324%","0.328%","0"
07/24/2013,"0.336%","0.367%","0.336%","0.351%","0"
07/23/2013,"0.302%","0.328%","0.298%","0.328%","0"
07/22/2013,"0.298%","0.314%","0.286%","0.294%","0"
07/19/2013,"0.311%","0.322%","0.298%","0.302%","0"
07/18/2013,"0.307%","0.323%","0.291%","0.307%","0"
07/17/2013,"0.331%","0.343%","0.295%","0.303%","0"
07/16/2013,"0.327%","0.343%","0.311%","0.327%","0"
07/15/2013,"0.351%","0.363%","0.323%","0.331%","0"
07/12/2013,"0.335%","0.355%","0.315%","0.343%","0"
07/11/2013,"0.335%","0.355%","0.327%","0.331%","0"
07/10/2013,"0.379%","0.391%","0.347%","0.355%","0"
07/09/2013,"0.371%","0.391%","0.359%","0.375%","0"
07/08/2013,"0.415%","0.419%","0.355%","0.363%","0"
07/05/2013,"0.367%","0.415%","0.347%","0.399%","0"
07/03/2013,"0.355%","0.367%","0.336%","0.363%","0"
07/02/2013,"0.363%","0.379%","0.336%","0.351%","0"
07/01/2013,"0.363%","0.387%","0.344%","0.359%","0"
06/28/2013,"0.367%","0.383%","0.348%","0.359%","0"
06/27/2013,"0.391%","0.399%","0.352%","0.367%","0"
06/26/2013,"0.441%","0.445%","0.379%","0.383%","0"
06/25/2013,"0.388%","0.434%","0.352%","0.434%","0"
06/24/2013,"0.376%","0.466%","0.364%","0.384%","0"
06/21/2013,"0.331%","0.392%","0.262%","0.380%","0"
06/20/2013,"0.311%","0.379%","0.303%","0.335%","0"
06/19/2013,"0.266%","0.347%","0.250%","0.315%","0"
06/18/2013,"0.270%","0.302%","0.254%","0.270%","0"
06/17/2013,"0.278%","0.294%","0.254%","0.278%","0"
06/14/2013,"0.290%","0.302%","0.262%","0.286%","0"
06/13/2013,"0.338%","0.346%","0.278%","0.294%","0"
06/12/2013,"0.326%","0.358%","0.306%","0.330%","0"
06/11/2013,"0.326%","0.358%","0.306%","0.330%","0"
06/10/2013,"0.310%","0.338%","0.294%","0.322%","0"
06/07/2013,"0.298%","0.353%","0.258%","0.314%","0"
06/06/2013,"0.294%","0.317%","0.282%","0.302%","0"
06/05/2013,"0.305%","0.325%","0.270%","0.297%","0"
06/04/2013,"0.305%","0.321%","0.290%","0.309%","0"
06/03/2013,"0.305%","0.329%","0.258%","0.297%","0"
05/31/2013,"0.301%","0.333%","0.289%","0.305%","0"
05/30/2013,"0.305%","0.321%","0.289%","0.305%","0"
05/29/2013,"0.313%","0.332%","0.285%","0.297%","0"
05/28/2013,"0.255%","0.309%","0.247%","0.305%","0"
05/24/2013,"0.247%","0.272%","0.243%","0.259%","0"
05/23/2013,"0.255%","0.267%","0.238%","0.263%","0"
05/22/2013,"0.238%","0.267%","0.226%","0.263%","0"
05/21/2013,"0.242%","0.258%","0.234%","0.250%","0"
05/20/2013,"0.254%","0.262%","0.234%","0.246%","0"
05/17/2013,"0.241%","0.270%","0.222%","0.254%","0"
05/16/2013,"0.249%","0.257%","0.225%","0.241%","0"
05/15/2013,"0.257%","0.273%","0.233%","0.249%","0"
05/14/2013,"0.241%","0.265%","0.229%","0.257%","0"
05/13/2013,"0.253%","0.265%","0.229%","0.249%","0"
05/10/2013,"0.232%","0.261%","0.217%","0.253%","0"
05/09/2013,"0.236%","0.244%","0.208%","0.232%","0"
05/08/2013,"0.224%","0.248%","0.216%","0.236%","0"
05/07/2013,"0.224%","0.244%","0.212%","0.224%","0"
05/06/2013,"0.224%","0.240%","0.208%","0.224%","0"
05/03/2013,"0.200%","0.236%","0.196%","0.224%","0"
05/02/2013,"0.208%","0.227%","0.196%","0.200%","0"
05/01/2013,"0.223%","0.231%","0.192%","0.208%","0"
04/30/2013,"0.215%","0.243%","0.200%","0.215%","0"
04/29/2013,"0.223%","0.231%","0.203%","0.215%","0"
04/26/2013,"0.242%","0.250%","0.215%","0.223%","0"
04/25/2013,"0.230%","0.254%","0.222%","0.242%","0"
04/24/2013,"0.234%","0.250%","0.222%","0.230%","0"
04/23/2013,"0.226%","0.242%","0.218%","0.234%","0"
04/22/2013,"0.234%","0.254%","0.218%","0.226%","0"
04/19/2013,"0.230%","0.246%","0.218%","0.234%","0"
04/18/2013,"0.230%","0.246%","0.218%","0.230%","0"
04/17/2013,"0.230%","0.242%","0.214%","0.230%","0"
04/16/2013,"0.222%","0.242%","0.214%","0.230%","0"
04/15/2013,"0.230%","0.246%","0.214%","0.222%","0"
04/12/2013,"0.230%","0.250%","0.218%","0.230%","0"
04/11/2013,"0.242%","0.254%","0.222%","0.230%","0"
04/10/2013,"0.238%","0.258%","0.222%","0.234%","0"
04/09/2013,"0.242%","0.254%","0.222%","0.238%","0"
04/08/2013,"0.230%","0.250%","0.222%","0.230%","0"
04/05/2013,"0.230%","0.250%","0.218%","0.230%","0"
04/04/2013,"0.222%","0.254%","0.215%","0.230%","0"
04/03/2013,"0.242%","0.262%","0.219%","0.222%","0"
04/02/2013,"0.242%","0.262%","0.234%","0.242%","0"
04/01/2013,"0.246%","0.270%","0.230%","0.242%","0"
03/28/2013,"0.246%","0.262%","0.234%","0.246%","0"
03/27/2013,"0.254%","0.273%","0.238%","0.246%","0"
03/26/2013,"0.257%","0.273%","0.237%","0.254%","0"
03/25/2013,"0.261%","0.273%","0.241%","0.257%","0"
03/22/2013,"0.249%","0.269%","0.233%","0.261%","0"
03/21/2013,"0.253%","0.269%","0.237%","0.257%","0"
03/20/2013,"0.245%","0.273%","0.233%","0.253%","0"
03/19/2013,"0.253%","0.261%","0.233%","0.245%","0"
03/18/2013,"0.265%","0.269%","0.229%","0.253%","0"
03/15/2013,"0.273%","0.282%","0.249%","0.265%","0"
03/14/2013,"0.269%","0.289%","0.253%","0.273%","0"
03/13/2013,"0.261%","0.293%","0.249%","0.269%","0"
03/12/2013,"0.261%","0.281%","0.245%","0.261%","0"
03/11/2013,"0.261%","0.277%","0.241%","0.261%","0"
03/08/2013,"0.261%","0.313%","0.249%","0.261%","0"
03/07/2013,"0.257%","0.277%","0.245%","0.257%","0"
03/06/2013,"0.249%","0.269%","0.233%","0.261%","0"
03/05/2013,"0.241%","0.261%","0.229%","0.245%","0"
03/04/2013,"0.245%","0.262%","0.229%","0.245%","0"
03/01/2013,"0.249%","0.257%","0.229%","0.245%","0"
02/28/2013,"0.249%","0.273%","0.233%","0.249%","0"
02/27/2013,"0.254%","0.266%","0.234%","0.250%","0"
02/26/2013,"0.246%","0.270%","0.238%","0.250%","0"
02/25/2013,"0.258%","0.278%","0.238%","0.250%","0"
02/22/2013,"0.262%","0.278%","0.246%","0.258%","0"
02/21/2013,"0.258%","0.278%","0.246%","0.262%","0"
02/20/2013,"0.278%","0.298%","0.258%","0.274%","0"
02/19/2013,"0.266%","0.294%","0.266%","0.282%","0"
02/15/2013,"0.266%","0.294%","0.254%","0.278%","0"
02/14/2013,"0.282%","0.294%","0.258%","0.278%","0"
02/13/2013,"0.262%","0.298%","0.258%","0.282%","0"
02/12/2013,"0.258%","0.286%","0.246%","0.270%","0"
02/11/2013,"0.258%","0.286%","0.250%","0.254%","0"
02/08/2013,"0.254%","0.278%","0.238%","0.258%","0"
02/07/2013,"0.246%","0.273%","0.242%","0.266%","0"
02/06/2013,"0.254%","0.273%","0.246%","0.254%","0"
02/05/2013,"0.250%","0.285%","0.242%","0.265%","0"
02/04/2013,"0.285%","0.285%","0.238%","0.258%","0"
02/01/2013,"0.273%","0.289%","0.234%","0.285%","0"
01/31/2013,"0.273%","0.289%","0.250%","0.277%","0"
01/30/2013,"0.277%","0.297%","0.262%","0.274%","0"
01/29/2013,"0.293%","0.305%","0.266%","0.281%","0"
01/28/2013,"0.288%","0.309%","0.248%","0.285%","0"
01/25/2013,"0.251%","0.300%","0.235%","0.288%","0"
01/24/2013,"0.239%","0.271%","0.231%","0.251%","0"
01/23/2013,"0.255%","0.267%","0.230%","0.247%","0"
01/22/2013,"0.266%","0.279%","0.234%","0.255%","0"
